Periodo,Problema,Título,Data,Link
28/09/2020,prateleira,Polícia investiga causas de desabamento de prateleiras em supermercado em São Luís,04/10/2020 10:36,https://g1.globo.com/ma/maranhao/noticia/2020/10/04/shpp-investiga-causas-de-desabamento-de-prateleiras-em-supermercado-em-sao-luis.ghtml
28/09/2020,produto,Açougueiro é preso em Araraquara após furtar e vender produtos de supermercado,03/12/2020 10:22,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2020/12/03/acougueiro-e-preso-em-araraquara-apos-furtar-e-vender-produtos-de-supermercado.ghtml
28/09/2020,acaba,Suspeito de tentar assaltar supermercado acaba baleado após vítima reagir em Gurupi,29/10/2020 22:23,https://g1.globo.com/to/tocantins/noticia/2020/10/29/suspeito-de-tentar-assaltar-supermercado-acaba-baleado-apos-vitima-reagir-em-gurupi.ghtml
28/09/2020,compra,Escola nos EUA cria supermercado onde produtos podem ser comprados com boas ações,11/12/2020 06:00,https://g1.globo.com/olha-que-legal/noticia/2020/12/11/escola-nos-eua-cria-supermercado-onde-produtos-podem-ser-comprados-com-boas-acoes.ghtml
28/09/2020,prateleira,Vídeo mostra estrutura instável dias antes de prateleira cair em supermercado. Veja imagem,04/10/2020 21:22,https://g1.globo.com/fantastico/noticia/2020/10/04/video-mostra-estrutura-instavel-dias-antes-de-prateleira-cair-em-supermercado-veja-imagem.ghtml
28/09/2020,produto,Grávida quebra perna após produto cair em cima dela em supermercado de Garanhuns,08/12/2020 18:55,https://g1.globo.com/pe/caruaru-regiao/noticia/2020/12/08/gravida-quebra-perna-apos-produto-cair-em-cima-dela-em-supermercado-de-garanhuns.ghtml
28/09/2020,fila,"Homens brigam por causa de distanciamento em fila de supermercado em Santos, SP",06/10/2020 18:45,https://g1.globo.com/sp/santos-regiao/noticia/2020/10/06/homens-brigam-por-causa-de-distanciamento-em-fila-de-supermercado-em-santos-sp.ghtml
28/09/2020,compra,"Aposentada denuncia que teve compras de supermercado furtadas por motorista de aplicativo, em Goiânia",10/11/2020 10:15,https://g1.globo.com/go/goias/noticia/2020/11/06/aposentada-denuncia-que-teve-compras-de-supermercado-furtadas-por-motorista-de-aplicativo-em-goiania.ghtml
28/09/2020,busca,Bombeiros fazem buscas por vítimas de desabamento de prateleiras em supermercado de São Luís,03/10/2020 08:46,https://g1.globo.com/ma/maranhao/noticia/2020/10/03/bombeiros-fazem-buscas-por-vitimas-de-desabamento-de-prateleiras-em-supermercado-de-sao-luis.ghtml
28/09/2020,prateleira,Jovem que morreu em desabamento de prateleiras de supermercado é sepultada em São Luís,05/10/2020 11:09,https://g1.globo.com/ma/maranhao/noticia/2020/10/04/jovem-que-morreu-em-desabamento-de-prateleiras-de-supermercado-e-sepultada-em-sao-luis.ghtml
28/09/2020,vazia,Supermercado obriga casal negro a esvaziar bolsa para revista e encontra Bíblia em SP,30/10/2020 09:52,https://g1.globo.com/sp/sao-paulo/noticia/2020/10/29/supermercado-obriga-casal-negro-a-esvaziar-bolsa-para-revista-e-encontra-biblia-em-sp.ghtml
28/09/2020,compra,VÍDEO: Homem tem carro roubado em estacionamento de supermercado enquanto colocava compras no veículo,30/11/2020 08:10,https://g1.globo.com/ba/bahia/noticia/2020/11/30/video-homem-tem-carro-roubado-em-estacionamento-de-supermercado-enquanto-colocava-compras-no-veiculo.ghtml
28/09/2020,prateleira,MPT-MA irá instaurar inquérito sobre desabamento de prateleiras em supermercado em São Luís,03/10/2020 18:41,https://g1.globo.com/ma/maranhao/noticia/2020/10/03/mpt-ma-instaura-inquerito-sobre-desabamento-de-prateleiras-em-supermercado-em-sao-luis.ghtml
28/09/2020,fila,Fila para vaga em supermercado dá a volta em quarteirão no Centro do Rio,16/11/2020 13:36,https://g1.globo.com/rj/rio-de-janeiro/noticia/2020/11/16/fila-para-vaga-em-supermercado-da-a-volta-em-quarteirao-no-centro-do-rio.ghtml
28/09/2020,prateleira,Desabamento de prateleiras em supermercado deixa um morto e oito feridos em São Luís,03/10/2020 14:30,https://g1.globo.com/ma/maranhao/noticia/2020/10/03/desabamento-de-prateleiras-em-supermercado-deixa-um-morto-e-oito-feridos-em-sao-luis.ghtml
28/12/2020,produto,Startup usa rede de vizinhos para vender produtos de supermercado,28/02/2021 09:24,https://g1.globo.com/economia/pme/pequenas-empresas-grandes-negocios/noticia/2021/02/28/startup-usa-rede-de-vizinhos-para-vender-produtos-de-supermercado.ghtml
28/12/2020,interditado,Supermercado de Mogi das Cruzes é interditado por causa de incêndio,22/03/2021 09:36,https://g1.globo.com/sp/mogi-das-cruzes-suzano/noticia/2021/03/21/supermercado-de-mogi-das-cruzes-e-interditado-por-causa-de-incendio.ghtml
28/12/2020,produto,Procon apreende quase duas toneladas de produtos vencidos em supermercado de Alexânia,11/02/2021 18:31,https://g1.globo.com/go/goias/noticia/2021/02/11/procon-apreende-quase-duas-toneladas-de-produtos-vencidos-em-supermercado-de-alexania.ghtml
28/12/2020,prateleira,"Prateleiras amorteceram queda de telhado de supermercado em Guaíra, SP, diz bombeiro",06/01/2021 20:09,https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2021/01/06/prateleiras-amorteceram-queda-de-telhado-de-supermercado-em-guaira-sp-diz-bombeiro.ghtml
28/12/2020,alimento,Mais de 25 Kg de alimentos são apreendidos em supermercado em Manaus,24/02/2021 09:36,https://g1.globo.com/am/amazonas/noticia/2021/02/24/mais-de-25-kg-de-alimentos-sao-apreendidos-em-supermercado-em-manaus.ghtml
28/12/2020,fila,Candidatos formam fila gigante após supermercado anunciar contratação de 250 funcionários em Fernandópolis,01/03/2021 13:39,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2021/03/01/candidatos-formam-fila-gigante-apos-supermercado-anunciar-contratacao-de-250-funcionarios-em-fernandopolis.ghtml
28/12/2020,produto,Procon apreende 20kg de alimentos e produtos de limpeza em supermercado de Manaus,11/03/2021 13:31,https://g1.globo.com/am/amazonas/noticia/2021/03/11/procon-apreende-20kg-de-alimentos-e-produtos-de-limpeza-em-supermercado-de-manaus.ghtml
28/12/2020,termina,Juíza determina reconstituição do assassinato de João Alberto em supermercado de Porto Alegre,22/02/2021 19:46,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2021/02/22/juiza-determina-reconstituicao-do-assassinato-de-joao-alberto-em-supermercado-de-porto-alegre.ghtml
28/12/2020,aglomeração,Prefeito de Teresina vai a inauguração de supermercado com aglomeração de pessoas; vídeo,05/02/2021 08:48,https://g1.globo.com/pi/piaui/noticia/2021/02/04/prefeito-de-teresina-vai-a-inauguracao-de-supermercado-com-aglomeracao-de-pessoas-video.ghtml
28/12/2020,fila,"Centenas de pessoas formam fila para tentar vagas em rede de supermercado, em Rolândia",26/01/2021 17:33,https://g1.globo.com/pr/norte-noroeste/noticia/2021/01/26/centenas-de-pessoas-formam-fila-para-tentar-vagas-em-rede-de-supermercado-em-rolandia.ghtml
28/12/2020,interditado,Supermercado de Rio Preto é interditado por descumprir normas de prevenção contra a Covid-19,15/01/2021 15:04,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2021/01/15/supermercado-de-rio-preto-e-interditado-por-descumprir-normas-de-prevencao-contra-a-covid-19.ghtml
28/12/2020,compra,Viatura da PM é usada para transportar compras em supermercado de Belém; Veja o vídeo,04/02/2021 09:53,https://g1.globo.com/pa/para/noticia/2021/02/04/viatura-da-pm-e-usada-para-transportar-compras-em-supermercado-de-belem-veja-o-video.ghtml
29/03/2021,compra,Supermercado online em Goiânia: faça suas compras sem sair de casa,11/06/2021 11:16,https://g1.globo.com/go/goias/especial-publicitario/bretas/noticia/2021/06/11/supermercado-online-em-goiania-faca-suas-compras-sem-sair-de-casa.ghtml
29/03/2021,produto,Procon apreende mais de 50 quilos de produtos em supermercado de Manaus,11/06/2021 10:39,https://g1.globo.com/am/amazonas/noticia/2021/06/11/procon-apreende-mais-de-50-quilos-de-produtos-em-supermercado-de-manaus.ghtml
29/03/2021,produto,Produtos vencidos são encontrados à venda pelo Procon em supermercado de Ituiutaba,12/05/2021 19:42,https://g1.globo.com/mg/triangulo-mineiro/noticia/2021/05/12/produtos-vencidos-sao-encontrados-a-venda-pelo-procon-em-supermercado-de-ituiutaba.ghtml
29/03/2021,produto,Mulheres são presas após tentarem furtar produtos de supermercado em Rio Preto,30/04/2021 10:47,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2021/04/30/mulheres-sao-presas-apos-tentarem-furtar-produtos-de-supermercado-em-rio-preto.ghtml
29/03/2021,alimento,Moradores pegam alimentos após incêndio em depósito de supermercado em Boa Vista,05/06/2021 17:52,https://g1.globo.com/rr/roraima/noticia/2021/06/05/moradores-pegam-alimentos-apos-incendio-em-deposito-de-supermercado-em-boa-vista.ghtml
29/03/2021,covid-19,Supermercado suspende atendimento em São Manuel após surto de Covid-19 em funcionários,24/05/2021 11:42,https://g1.globo.com/sp/bauru-marilia/noticia/2021/05/24/supermercado-suspende-atendimento-em-sao-manuel-apos-surto-de-covid-19-em-funcionarios.ghtml
29/03/2021,interditado,Supermercado é interditado em Araraquara após 6 funcionários testarem positivo para Covid-19,24/04/2021 10:22,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2021/04/24/supermercado-e-interditado-em-araraquara-apos-6-funcionarios-testarem-positivo-para-covid-19.ghtml
29/03/2021,covid-19,Supermercado de São Carlos suspende atendimento após 16 casos de Covid-19 entre funcionários,15/06/2021 14:32,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2021/06/11/supermercado-de-sao-carlos-suspende-atendimento-apos-casos-de-covid-19-entre-funcionarios.ghtml
29/03/2021,produto,Mais de 45 quilos de alimentos e produtos de limpeza são apreendidos em supermercado Manaus,12/06/2021 12:25,https://g1.globo.com/am/amazonas/noticia/2021/06/12/mais-de-45-quilos-de-alimentos-e-produtos-de-limpeza-sao-apreendidos-em-supermercado-manaus.ghtml
29/03/2021,produto,Procon apreende mais de 40 Kg de produtos fora da validade em supermercado em Manaus,26/04/2021 20:44,https://g1.globo.com/am/amazonas/noticia/2021/04/26/procon-apreende-mais-de-40-kg-de-produtos-fora-da-validade-em-supermercado-em-manaus.ghtml
29/03/2021,defesa civil,Defesa Civil de Paulínia faz vistoria em supermercado destruído por incêndio e interdita casa vizinha,14/06/2021 13:01,https://g1.globo.com/sp/campinas-regiao/noticia/2021/06/14/defesa-civil-de-paulinia-faz-vistoria-em-supermercado-destruido-por-incendio-e-interdita-casa-vizinha.ghtml
29/03/2021,produto,Procon apreende mais de 50 quilos de alimentos e produtos de limpeza em supermercado de Manaus,21/05/2021 13:34,https://g1.globo.com/am/amazonas/noticia/2021/05/21/procon-apreende-mais-de-50-quilos-de-alimentos-e-produtos-de-limpeza-em-supermercado-de-manaus.ghtml
28/06/2021,prateleira,Mulher encontra cobra em prateleira de supermercado na Austrália,19/08/2021 05:23,https://g1.globo.com/mundo/noticia/2021/08/19/mulher-encontra-cobra-em-prateleira-de-supermercado-na-australia.ghtml
28/06/2021,produto,Produtos impróprios para o consumo são apreendidos em supermercado de Manaus,31/08/2021 14:29,https://g1.globo.com/am/amazonas/noticia/2021/08/31/produtos-improprios-para-o-consumo-sao-apreendidos-em-supermercado-de-manaus.ghtml
28/06/2021,produto,Procon autua supermercado em Uberaba por venda de produtos impróprios para consumo,19/08/2021 15:16,https://g1.globo.com/mg/triangulo-mineiro/noticia/2021/08/19/procon-autua-supermercado-em-uberaba-por-venda-de-produtos-improprios-para-consumo.ghtml
28/06/2021,compra,Supermercado em Goiânia oferece até 50% de desconto em delivery de compras,06/09/2021 15:38,https://g1.globo.com/go/goias/especial-publicitario/supermercado-bretas/noticia/2021/09/06/supermercado-em-goiania-oferece-ate-50percent-de-desconto-em-delivery-de-compras.ghtml
28/06/2021,produto,Procon apreende mais de 100 Kg de produtos em supermercado de Manaus,15/07/2021 10:53,https://g1.globo.com/am/amazonas/noticia/2021/07/15/procon-apreende-mais-de-100-kg-de-produtos-em-supermercado-de-manaus.ghtml
28/06/2021,produto,60 quilos de produtos são apreendidos pelo Procon em supermercado de Manaus,20/08/2021 10:17,https://g1.globo.com/am/amazonas/noticia/2021/08/20/60-quilos-de-produtos-sao-apreendidos-pelo-procon-em-supermercado-de-manaus.ghtml
28/06/2021,alimento,Procon apreende mais de 790 quilos de alimentos em supermercado de Manaus,04/09/2021 13:27,https://g1.globo.com/am/amazonas/noticia/2021/09/04/procon-apreende-mais-de-790-quilos-de-alimentos-em-supermercado-de-manaus.ghtml
28/06/2021,produto,Mais de 50 quilos de produtos são apreendidos em supermercado de shopping em Manaus,29/06/2021 09:12,https://g1.globo.com/am/amazonas/noticia/2021/06/29/mais-de-50-quilos-de-produtos-sao-apreendidos-em-supermercado-de-shopping-em-manaus.ghtml
28/06/2021,interditado,Supermercado de São Carlos é interditado após 10 funcionários testarem positivo para Covid-19,13/07/2021 16:47,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2021/07/13/supermercado-de-sao-carlos-e-interditado-apos-10-funcionarios-testarem-positivo-para-covid-19.ghtml
28/06/2021,falta,"Supermercado é interditado por falta de higiene e outras irregularidades sanitárias em Campos, no RJ",29/07/2021 21:31,https://g1.globo.com/rj/norte-fluminense/noticia/2021/07/29/supermercado-e-interditado-por-falta-de-higiene-e-outras-irregularidades-sanitarias-em-campos-no-rj.ghtml
28/06/2021,produto,Mais de 40 quilos de produtos são apreendidos em supermercado na zona sul de Manaus,24/08/2021 16:21,https://g1.globo.com/am/amazonas/noticia/2021/08/24/mais-de-40-quilos-de-produtos-sao-apreendidos-em-supermercado-na-zona-sul-de-manaus.ghtml
27/09/2021,compra,"Do supermercado à cafeteria, saiba como usar pontos nas suas compras",28/10/2021 18:16,https://g1.globo.com/sp/especial-publicitario/livelo/noticia/2021/10/28/do-supermercado-a-cafeteria-saiba-como-usar-pontos-nas-suas-compras.ghtml
27/09/2021,compra,"Do supermercado à cafeteria, saiba como usar pontos nas suas compras",28/10/2021 18:20,https://g1.globo.com/rs/rio-grande-do-sul/especial-publicitario/livelo/noticia/2021/10/28/do-supermercado-a-cafeteria-saiba-como-usar-pontos-nas-suas-compras.ghtml
27/09/2021,compra,"Do supermercado à cafeteria, saiba como usar pontos nas suas compras",28/10/2021 18:23,https://g1.globo.com/pe/pernambuco/especial-publicitario/livelo/noticia/2021/10/28/do-supermercado-a-cafeteria-saiba-como-usar-pontos-nas-suas-compras.ghtml
27/09/2021,compra,"Do supermercado à cafeteria, saiba como usar pontos nas suas compras",28/10/2021 18:19,https://g1.globo.com/rj/rio-de-janeiro/especial-publicitario/livelo/noticia/2021/10/28/do-supermercado-a-cafeteria-saiba-como-usar-pontos-nas-suas-compras.ghtml
27/09/2021,compra,"Do supermercado à cafeteria, saiba como usar pontos nas suas compras",28/10/2021 18:21,https://g1.globo.com/ba/bahia/especial-publicitario/livelo/noticia/2021/10/28/do-supermercado-a-cafeteria-saiba-como-usar-pontos-nas-suas-compras.ghtml
27/09/2021,limitar,Justiça proíbe supermercado de limitar ida de funcionários ao banheiro em MT,02/12/2021 15:01,https://g1.globo.com/mt/mato-grosso/noticia/2021/12/02/justica-proibe-supermercado-de-limitar-ida-de-funcionarios-ao-banheiro-em-mt.ghtml
27/09/2021,alimento,Procon apreende alimentos vencidos em supermercado e loja de conveniência em Uberaba,29/09/2021 13:09,https://g1.globo.com/mg/triangulo-mineiro/noticia/2021/09/28/procon-apreende-alimentos-vencidos-em-supermercado-e-loja-de-conveniencia-em-uberaba.ghtml
27/09/2021,compra,Globo Comunidade: consumidora dá dicas de como economizar com as compras do supermercado,10/11/2021 15:34,https://g1.globo.com/rj/rio-de-janeiro/noticia/2021/11/07/globo-comunidade-consumidora-da-dicas-de-como-economizar-com-as-compras-do-supermercado.ghtml
27/09/2021,abastecimento,É #FAKE que medidas de isolamento social provocaram desabastecimento em supermercado na Bélgica,13/10/2021 16:06,https://g1.globo.com/fato-ou-fake/coronavirus/noticia/2021/10/13/e-fake-que-medidas-de-isolamento-social-provocaram-desabastecimento-em-supermercado-na-belgica.ghtml
27/09/2021,chuva,VÍDEO: telhado de supermercado desaba durante chuva e ventos fortes em Monte Carmelo,30/09/2021 19:32,https://g1.globo.com/mg/triangulo-mineiro/noticia/2021/09/30/video-telhado-de-supermercado-desaba-durante-chuva-e-ventos-fortes-em-monte-carmelo.ghtml
27/09/2021,alimento,Mais de 500 quilos de alimentos vencidos são apreendidos em supermercado de Manaus,09/11/2021 18:34,https://g1.globo.com/am/amazonas/noticia/2021/11/09/mais-de-500-quilos-de-alimentos-vencidos-sao-apreendidos-em-supermercado-de-manaus.ghtml
27/09/2021,produto,VÍDEO: Homem furta produtos de supermercado duas vezes em um dia em Garanhuns,02/12/2021 09:31,https://g1.globo.com/pe/caruaru-regiao/noticia/2021/12/02/video-homem-furta-produtos-de-supermercado-duas-vezes-em-um-dia-em-garanhuns.ghtml
27/09/2021,produto,Procon apreende 169 Kg de produtos fora da validade em supermercado de Manaus,15/12/2021 14:07,https://g1.globo.com/am/amazonas/noticia/2021/12/14/procon-apreende-169-kg-de-produtos-fora-da-validade-em-supermercado-de-manaus.ghtml
27/09/2021,termina,Assalto em supermercado termina com cliente baleado em Macapá; criminosos fugiram a pé,06/10/2021 12:10,https://g1.globo.com/ap/amapa/noticia/2021/10/06/assalto-em-supermercado-termina-com-cliente-baleado-em-macapa-criminosos-fugiram-a-pe.ghtml
27/09/2021,preço,Preço do mesmo produto varia até 300% de um supermercado para outro em Vitória,08/10/2021 08:00,https://g1.globo.com/es/espirito-santo/noticia/2021/10/07/preco-do-mesmo-produto-pode-variar-ate-300percent-de-um-supermercado-para-outro-em-vitoria.ghtml
27/09/2021,produto,Procon apreende mais de 70 Kg de produtos em supermercado na Zona Leste de Manaus,13/10/2021 18:03,https://g1.globo.com/am/amazonas/noticia/2021/10/13/procon-apreende-mais-de-70-kg-de-produtos-em-supermercado-na-zona-leste-de-manaus.ghtml
27/09/2021,acaba,PM reage a assalto em supermercado e dois suspeitos acabam mortos em Cruzeiro do Sul,11/12/2021 15:16,https://g1.globo.com/ac/acre/noticia/2021/12/11/pm-reage-a-assalto-em-supermercado-e-adolescente-de-17-anos-acaba-morto-em-cruzeiro-do-sul.ghtml
27/12/2021,deslizamento,"Deslizamento de terra atinge supermercado em Aperibé, RJ; VÍDEO",09/02/2022 12:55,https://g1.globo.com/rj/norte-fluminense/noticia/2022/02/09/deslizamento-de-terra-atinge-supermercado-em-aperibe-rj-video.ghtml
27/12/2021,produto,VÍDEO: Bandido invade supermercado pelo teto e rouba produtos em Caruaru,18/02/2022 11:14,https://g1.globo.com/pe/caruaru-regiao/noticia/2022/02/18/video-bandido-invade-supermercado-pelo-teto-e-rouba-produtos-em-caruaru.ghtml
27/12/2021,defesa civil,"Supermercado que pegou fogo em Florianópolis tem estrutura totalmente comprometida, diz Defesa Civil",27/12/2021 18:07,https://g1.globo.com/sc/santa-catarina/noticia/2021/12/27/estrutura-de-supermercado-que-pegou-fogo-em-florianopolis-foi-totalmente-comprometida-diz-defesa-civil.ghtml
27/12/2021,termina,Discussão em caixa de supermercado de Mococa termina com tiro acidental e agressões,27/02/2022 12:40,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2022/02/27/discussao-em-caixa-de-supermercado-de-mococa-termina-com-tiro-acidental-e-agressoes.ghtml
27/12/2021,produto,Guarda Municipal recupera R$ 4 mil e produtos furtados de supermercado em Capivari,10/03/2022 15:31,https://g1.globo.com/sp/piracicaba-regiao/noticia/2022/03/10/guarda-municipal-recupera-r-4-mil-e-produtos-furtados-de-supermercado-em-capivari.ghtml
27/12/2021,alimento,"Moradores recolhem alimentos em escombros de supermercado destruído por incêndio, em João Pessoa",07/01/2022 10:57,https://g1.globo.com/pb/paraiba/noticia/2022/01/07/moradores-recolhem-alimentos-em-escombros-de-supermercado-destruido-por-incendio-em-joao-pessoa.ghtml
27/12/2021,produto,"Vídeo: criminosos arrombam loja em supermercado e furtam produtos eletrônicos na Serra, ES",04/03/2022 07:50,https://g1.globo.com/es/espirito-santo/noticia/2022/03/03/video-criminosos-arrombam-loja-em-supermercado-e-furtam-produtos-eletronicos-na-serra-es.ghtml
27/12/2021,produto,Fiscalização apreende produtos vencidos e 170 kg de carne em supermercado no sul de Palmas,15/02/2022 18:21,https://g1.globo.com/to/tocantins/noticia/2022/02/15/fiscalizacao-apreende-produtos-vencidos-e-170-kg-de-carne-em-supermercado-no-sul-de-palmas.ghtml
27/12/2021,compra,Polícia investiga abordagem a menino negro expulso de supermercado em Porto Alegre enquanto fazia compras,23/02/2022 21:23,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2022/02/23/policia-investiga-abordagem-a-menino-negro-expulso-de-supermercado-em-porto-alegre-enquanto-fazia-compras.ghtml
27/12/2021,compra,"Homem enche carrinho de compras e sai do supermercado sem pagar, em Aparecida de Goiânia; vídeo",25/03/2022 10:58,https://g1.globo.com/go/goias/noticia/2022/03/25/homem-enche-carrinho-de-compras-e-sai-do-supermercado-sem-pagar-em-aparecida-de-goiania-video.ghtml
