Nome: ITAJAI
Codigo Estacao: A868
Latitude: -26.95083333
Longitude: -48.76194444
Altitude: 9.76
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2026-01-01
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);RADIACAO GLOBAL(Kj/m²);VENTO, RAJADA MAXIMA(m/s);VENTO, VELOCIDADE HORARIA(m/s);
2020-10-15;2200;0;-3,5;3,3;1,3;
2020-10-15;2300;0;-3,5;3,9;,9;
2020-10-16;0000;0;-3,5;3,6;,8;
2020-10-16;0100;0;-3,5;2,1;0;
2020-10-16;0200;0;-3,5;0;0;
2020-10-16;0300;0;-3,5;1,7;0;
2020-10-16;0400;0;-2,7;1,7;,3;
2020-10-16;0500;0;-2,2;2,1;,4;
2020-10-16;0600;0;-2,9;3,3;1;
2020-10-16;0700;0;-3;3;1,1;
2020-10-16;0800;0;-1,4;2,4;1,3;
2020-10-16;0900;0;207,3;2,8;1,3;
2020-10-16;1000;0;683,8;4;2,3;
2020-10-16;1100;0;1675,6;4;1,9;
2020-10-16;1200;0;1914,7;6,2;1,2;
2020-10-16;1300;0;2409,6;5,6;2,5;
2020-10-16;1400;0;3918,3;6,6;3,8;
2020-10-16;1500;0;3520,4;6,8;2,4;
2020-10-16;1600;0;2142,2;9,5;4,7;
2020-10-16;1700;0;2906,7;10,4;5,2;
2020-10-16;1800;0;2505,7;9,3;5,2;
2020-10-16;1900;0;1714,9;9,2;4,4;
2020-10-16;2000;0;811,2;8,5;3,1;
2020-10-16;2100;0;107,7;5,8;3,3;
2020-10-16;2200;0;-3,5;6,9;2,1;
2020-10-16;2300;0;-3,5;4,9;,4;
2020-10-17;0000;0;-3,5;2,2;0;
2020-10-17;0100;0;-3,5;2,4;1;
2020-10-17;0200;0;-3,5;2,4;0;
2020-10-17;0300;0;-3,5;2,2;,7;
2020-10-17;0400;0;-3,4;2,3;1,1;
2020-10-17;0500;0;-3,5;4,6;2,3;
2020-10-17;0600;0;-3,4;3,9;1,1;
2020-10-17;0700;0;-3,5;3,1;1,4;
2020-10-17;0800;0;-1;3,7;1,8;
2020-10-17;0900;0;173,8;4,9;1,2;
2020-10-17;1000;0;832,2;4,4;2,4;
2020-10-17;1100;0;1925,2;4,6;2,5;
2020-10-17;1200;0;2726,5;4,2;,8;
2020-10-17;1300;0;1997,4;4,5;2;
2020-10-17;1400;0;3648,8;7,2;2,9;
2020-10-17;1500;0;3847,6;7,2;3,9;
2020-10-17;1600;0;3639,3;7,5;4,2;
2020-10-17;1700;0;2916,5;7,7;3,7;
2020-10-17;1800;0;2194,6;7,7;4,1;
2020-10-17;1900;0;1272,4;6,4;3,7;
2020-10-17;2000;0;431,7;6,4;3,2;
2020-10-17;2100;0;53,9;6;3,2;
2020-10-17;2200;0;-3,5;5,4;1,8;
2020-10-17;2300;0;-3,5;3,2;0;
2020-10-18;0000;0;-3,4;1,8;,2;
2020-10-18;0100;0;-2,8;3;,4;
2020-10-18;0200;0;-2,4;2,7;,4;
2020-10-18;0300;0;-3,4;2,8;,9;
2020-10-18;0400;0;-3,5;2;,3;
2020-10-18;0500;0;-3,5;1,8;0;
2020-10-18;0600;0;-3,5;1,7;,5;
2020-10-18;0700;0;-2,9;1,7;,1;
2020-10-18;0800;0;-1,4;2,2;1,5;
2020-10-18;0900;0;212,2;2,9;0;
2020-10-18;1000;0;950,9;2,4;1,4;
2020-10-18;1100;0;1724,7;2,8;,5;
2020-10-18;1200;0;1708,7;3;1,1;
2020-10-18;1300;0;1619,3;4,8;2,5;
2020-10-18;1400;0;2656;8,1;5,4;
2020-10-18;1500;0;2877;8,1;3,8;
2020-10-18;1600;0;2921,1;8,5;5,1;
2020-10-18;1700;0;2248,4;8,5;4;
2020-10-18;1800;0;1473,7;7,5;3,5;
2020-10-18;1900;0;770,1;7,4;3;
2020-10-18;2000;0;564,7;6,3;3,2;
2020-10-18;2100;0;87,6;6,3;2,3;
2020-10-18;2200;0;-3,4;4,3;1,8;
2020-10-18;2300;0;-3;3,8;2,1;
2020-10-19;0000;0;-3,2;4,8;1,9;
2020-10-19;0100;0;-3,3;3,2;1,1;
2020-10-19;0200;0;-2,6;2,3;,3;
2020-10-19;0300;0;-3,1;1,5;0;
2020-10-19;0400;0;-3,5;4,8;2,1;
2020-10-19;0500;0;-2,5;3,7;,4;
2020-10-19;0600;0;-3,5;3,4;1,8;
2020-10-19;0700;0;-3,5;3,9;1,9;
2020-10-19;0800;0;-1,6;3,5;0;
2020-10-19;0900;0;155,6;1,6;,9;
2020-10-19;1000;0;897;3,7;2,3;
2020-10-19;1100;0;1630,3;7,6;2,9;
2020-10-19;1200;0;1505,4;8,3;5,3;
2020-10-19;1300;0;1159,7;9,3;4,8;
2020-10-19;1400;0;622,5;8,7;5,1;
2020-10-19;1500;0;900,3;8,7;4,6;
2020-10-19;1600;0;661,6;7,7;4,1;
2020-10-19;1700;0;439,5;7,2;3,5;
2020-10-19;1800;0;991,9;8,1;4,5;
2020-10-19;1900;0;268,4;7,5;4;
2020-10-19;2000;,2;76,4;7,2;3,7;
2020-10-19;2100;0;33,1;6,2;3,3;
2020-10-19;2200;0;-1,4;6;2,4;
2020-10-19;2300;0;-2,6;4,4;1,8;
2020-10-20;0000;0;-2,3;4,2;2,5;
2020-10-20;0100;0;-2,8;4,5;2,3;
2020-10-20;0200;0;-2,1;3,4;1,5;
2020-10-20;0300;0;-1,7;2,1;,2;
2020-10-20;0400;,2;-3,1;2,5;,2;
2020-10-20;0500;0;-2,4;1;0;
2020-10-20;0600;0;-2,1;1,9;1,1;
2020-10-20;0700;,2;-2,9;1,9;,1;
2020-10-20;0800;0;-,3;1,8;,3;
2020-10-20;0900;,2;91,5;2,3;,9;
2020-10-20;1000;0;637,9;1,9;1;
2020-10-20;1100;0;735,8;2,1;,7;
2020-10-20;1200;0;1626,9;2,8;1,3;
2020-10-20;1300;0;2778,5;4,1;1,3;
2020-10-20;1400;0;1855,2;5,5;2,3;
2020-10-20;1500;0;2548,1;6;4,2;
2020-10-20;1600;0;3298,3;7,2;4,4;
2020-10-20;1700;0;3088,3;7,3;5,2;
2020-10-20;1800;0;2449,9;8,7;4,7;
2020-10-20;1900;0;1629,9;7,7;4;
2020-10-20;2000;0;784,2;6,4;4,7;
2020-10-20;2100;0;108,1;6,7;2,9;
2020-10-20;2200;0;-3,5;5,3;2;
2020-10-20;2300;0;-3,5;3,4;1,4;
2020-10-21;0000;0;-3,3;2,6;1,2;
2020-10-21;0100;0;-3,3;2,9;,3;
2020-10-21;0200;0;-3;1,1;,3;
2020-10-21;0300;0;-3,5;1,6;,2;
2020-10-21;0400;0;-3,3;2;,4;
2020-10-21;0500;0;-2,9;2,9;1;
2020-10-21;0600;0;-3,2;2,9;,8;
2020-10-21;0700;0;-3,5;2,4;,7;
2020-10-21;0800;0;-,1;2,2;1,4;
2020-10-21;0900;0;210;2,4;1,1;
2020-10-21;1000;0;1086,2;3,8;2,3;
2020-10-21;1100;0;1338,9;4,5;1,5;
2020-10-21;1200;0;2166,6;4,6;1,8;
2020-10-21;1300;0;2392,2;4,4;1,8;
2020-10-21;1400;0;1859,7;6,8;4,5;
2020-10-21;1500;0;3185,8;7,9;3,7;
2020-10-21;1600;0;3329;8,1;4,5;
2020-10-21;1700;0;3117,9;8,6;4,9;
2020-10-21;1800;0;2473,8;10,4;5,8;
2020-10-21;1900;0;1306,8;9,4;4,8;
2020-10-21;2000;0;365,8;7,9;3,4;
2020-10-21;2100;0;65,9;7,3;1,9;
2020-10-21;2200;0;-3,5;4,5;1,7;
2020-10-21;2300;0;-3,5;5,4;,3;
2020-10-22;0000;0;-3,5;4,3;0;
2020-10-22;0100;0;-3,5;1,3;0;
2020-10-22;0200;1,4;-2,5;1,6;,5;
2020-10-22;0300;2,4;-1,5;1,7;,6;
2020-10-22;0400;,2;-1,6;2,8;1,1;
2020-10-22;0500;1,8;-1,1;2,5;0;
2020-10-22;0600;,2;-1,8;2;1,3;
2020-10-22;0700;0;-2,6;2;,3;
2020-10-22;0800;,2;,5;2,2;0;
2020-10-22;0900;,8;126,3;1,9;,5;
2020-10-22;1000;0;400;4;,8;
2020-10-22;1100;0;1559,7;6,5;3,4;
2020-10-22;1200;0;2049,7;9,8;5;
2020-10-22;1300;0;1831,7;8,8;5,5;
2020-10-22;1400;0;2603,3;8,8;4,4;
2020-10-22;1500;0;2147,8;9,1;3,8;
2020-10-22;1600;0;1999,2;8;4,9;
2020-10-22;1700;0;1740,8;8,2;5;
2020-10-22;1800;0;1005,8;10,9;6,8;
2020-10-22;1900;0;448,1;11,2;6,4;
2020-10-22;2000;0;207,8;10,3;5,3;
2020-10-22;2100;0;43,4;10,1;5,5;
2020-10-22;2200;0;-2,6;8,9;4,8;
2020-10-22;2300;0;-2,6;9,2;4,3;
2020-10-23;0000;0;-3,1;9,5;4,9;
2020-10-23;0100;0;-3;10,4;4,3;
2020-10-23;0200;0;-3,4;9,4;4,6;
2020-10-23;0300;0;-3,2;8,6;4,1;
2020-10-23;0400;0;-3,1;8,8;4,5;
2020-10-23;0500;0;-2,6;8,4;4,6;
2020-10-23;0600;,2;-2;7,5;3,8;
2020-10-23;0700;0;-2,7;6,8;2,4;
2020-10-23;0800;0;-1,1;4,2;1,2;
2020-10-23;0900;0;307,3;3;1,8;
2020-10-23;1000;0;1181,7;6,6;4,2;
2020-10-23;1100;0;1177,5;6,6;3,5;
2020-10-23;1200;0;1435,4;8,3;5,2;
2020-10-23;1300;0;2230,7;8,9;5,3;
2020-10-23;1400;0;1549,1;8,7;4;
2020-10-23;1500;0;3357,5;8,5;5,2;
2020-10-23;1600;0;3189,3;8,8;5,5;
2020-10-23;1700;0;2894,6;8,7;5,6;
2020-10-23;1800;0;1045,4;8,1;3,7;
2020-10-23;1900;0;786,1;7,5;3,9;
2020-10-23;2000;0;398,2;6,4;3,3;
2020-10-23;2100;0;62,1;5,4;2,2;
2020-10-23;2200;0;-3,4;3,8;,8;
2020-10-23;2300;0;-3,5;3;1,5;
2020-10-24;0000;0;-3,5;4,5;1,2;
2020-10-24;0100;0;-3,5;2,2;,4;
2020-10-24;0200;0;-3,4;2,5;1,5;
2020-10-24;0300;0;-3,5;2,5;0;
2020-10-24;0400;,6;-2,8;1,3;0;
2020-10-24;0500;0;-3,5;2;,5;
2020-10-24;0600;,2;-3,4;1,8;,5;
2020-10-24;0700;0;-2,9;3,1;1,8;
2020-10-24;0800;1,4;,7;3,1;,5;
2020-10-24;0900;0;215,4;1,7;1,1;
2020-10-24;1000;0;1159,3;2,8;1,2;
2020-10-24;1100;,2;819,3;2,7;1,2;
2020-10-24;1200;0;2036,5;2,5;,7;
2020-10-24;1300;0;2184,8;4,8;1,8;
2020-10-24;1400;0;935,7;4,6;3,1;
2020-10-24;1500;0;1755,8;6,2;4;
2020-10-24;1600;0;2313,9;7,3;4;
2020-10-24;1700;0;1649,4;7,3;4,1;
2020-10-24;1800;0;1502,4;7;4,2;
2020-10-24;1900;0;575,4;6,4;3,9;
2020-10-24;2000;0;388,3;5,8;2,8;
2020-10-24;2100;0;55,8;4,8;2,4;
2020-10-24;2200;0;-2,2;3,5;,7;
2020-10-24;2300;0;-3,5;2;1,4;
2020-10-25;0000;0;-3,4;1,9;0;
2020-10-25;0100;0;-3;1,3;0;
2020-10-25;0200;0;-3,5;1,7;1,1;
2020-10-25;0300;0;-3,5;1,7;,9;
2020-10-25;0400;0;-3,3;1,9;0;
2020-10-25;0500;0;-2,9;1,4;0;
2020-10-25;0600;0;-2,3;3;1,7;
2020-10-25;0700;0;-2,2;3;,3;
2020-10-25;0800;0;,6;3;1,5;
2020-10-25;0900;0;234,1;2,8;1,1;
2020-10-25;1000;,2;1000,8;4,6;2,5;
2020-10-25;1100;0;1003,5;4,6;2;
2020-10-25;1200;0;2068,3;3,8;,6;
2020-10-25;1300;0;1167,2;3,2;1,2;
2020-10-25;1400;0;999,2;5,7;2,1;
2020-10-25;1500;0;2244,3;6,4;3,4;
2020-10-25;1600;0;2887,4;9,3;6,5;
2020-10-25;1700;0;3076;9,3;5,1;
2020-10-25;1800;0;2458;8,8;5,1;
2020-10-25;1900;0;1734;8,9;4,2;
2020-10-25;2000;0;639,5;7,4;3,6;
2020-10-25;2100;0;59,2;5,6;3,2;
2020-10-25;2200;0;-2,8;5,1;2,3;
2020-10-25;2300;0;-3,4;3,8;,5;
2020-10-26;0000;,4;-2,6;1,8;0;
2020-10-26;0100;,2;-3;2;,5;
2020-10-26;0200;0;-2,9;2;0;
2020-10-26;0300;,6;-3;3,5;,3;
2020-10-26;0400;0;-3,2;1,4;0;
2020-10-26;0500;,2;-3,1;1,5;,2;
2020-10-26;0600;0;-3,2;1,4;0;
2020-10-26;0700;0;-2,3;2,1;,5;
2020-10-26;0800;0;3,4;1,5;0;
2020-10-26;0900;0;216,8;1,7;0;
2020-10-26;1000;0;505,5;1,5;0;
2020-10-26;1100;0;1087,1;1,5;,5;
2020-10-26;1200;0;1172,5;2,2;1,1;
2020-10-26;1300;0;1251,7;4,8;2,8;
2020-10-26;1400;0;1475,3;6,4;3,2;
2020-10-26;1500;0;2372,1;6,6;4,2;
2020-10-26;1600;0;2555,8;8,7;4,8;
2020-10-26;1700;0;2323,4;8,8;5,5;
2020-10-26;1800;0;1330,3;8,8;4,7;
2020-10-26;1900;0;990,5;8;5,1;
2020-10-26;2000;0;421,1;8,3;3,5;
2020-10-26;2100;0;48;5,4;2,5;
2020-10-26;2200;0;-3,3;6;3,5;
2020-10-26;2300;0;-2,8;6;2,6;
2020-10-27;0000;0;-2,7;5,8;3,3;
2020-10-27;0100;0;-3,2;6,6;2,6;
2020-10-27;0200;0;-2,5;6,3;3,2;
2020-10-27;0300;0;-2,3;11,2;5,2;
2020-10-27;0400;0;-1,4;11,2;4,7;
2020-10-27;0500;0;-,5;9,7;4,9;
2020-10-27;0600;0;-,7;9,7;3,8;
2020-10-27;0700;0;-1,9;8,5;3,2;
2020-10-27;0800;0;1;7,6;3,5;
2020-10-27;0900;0;74,9;7,1;3;
2020-10-27;1000;0;402,6;5,3;2,1;
2020-10-27;1100;0;836;4,9;2,7;
2020-10-27;1200;0;2056,2;6,3;2,1;
2020-10-27;1300;0;3320,4;9,6;4,6;
2020-10-27;1400;0;3599,6;9,6;5,1;
2020-10-27;1500;0;3200,2;8,2;3,3;
2020-10-27;1600;0;2933;9,3;3,9;
2020-10-27;1700;0;3122,4;7,2;3,9;
2020-10-27;1800;0;2139,6;8,1;5,1;
2020-10-27;1900;0;1452,3;8,4;5;
2020-10-27;2000;0;801,7;7,5;4;
2020-10-27;2100;0;71,9;5,8;2,8;
2020-10-27;2200;0;-2,3;5,4;2,7;
2020-10-27;2300;0;-3,5;4,4;0;
2020-10-28;0000;0;-3,5;1,1;0;
2020-10-28;0100;0;-3,5;,9;0;
2020-10-28;0200;0;-3,5;0;0;
2020-10-28;0300;0;-3,5;1,4;0;
2020-10-28;0400;0;-3,5;1,7;,7;
2020-10-28;0500;0;-2,9;2,3;0;
2020-10-28;0600;0;-3,5;0;0;
2020-10-28;0700;0;-3,3;2,6;,9;
2020-10-28;0800;0;3,2;2,3;,8;
2020-10-28;0900;0;339,3;2,2;,9;
2020-10-28;1000;0;1195,1;2,4;1,1;
2020-10-28;1100;0;2109,2;8,7;5,4;
2020-10-28;1200;0;2918,6;10,4;6,1;
2020-10-28;1300;0;3489,6;10,9;5,9;
2020-10-28;1400;0;3789,2;11,6;5,4;
2020-10-28;1500;0;3864,4;10;4,7;
2020-10-28;1600;0;3688,7;11,4;4,3;
2020-10-28;1700;0;3276,3;8,8;3,6;
2020-10-28;1800;0;2614,1;7,3;2,5;
2020-10-28;1900;0;1787,4;13,3;4,8;
2020-10-28;2000;0;896,6;9,6;4,1;
2020-10-28;2100;0;154,6;9,4;3;
2020-10-28;2200;0;-3,5;5;1,6;
2020-10-28;2300;0;-3,5;3,7;1,1;
2020-10-29;0000;0;-3,5;2,3;0;
2020-10-29;0100;0;-3,5;1;0;
2020-10-29;0200;0;-3,5;,9;0;
2020-10-29;0300;0;-3,2;2,3;1,4;
2020-10-29;0400;0;-3,1;2,3;0;
2020-10-29;0500;0;-3,5;2,1;0;
2020-10-29;0600;0;-3,4;1,9;,5;
2020-10-29;0700;0;-2,9;2,3;1,4;
2020-10-29;0800;0;7,3;2,3;,2;
2020-10-29;0900;0;107,3;3,2;1,3;
2020-10-29;1000;0;339;3,2;,9;
2020-10-29;1100;0;1207,8;2,3;1;
2020-10-29;1200;0;1300,6;3,5;1;
2020-10-29;1300;0;1653,9;3,2;1,6;
2020-10-29;1400;0;2591;4,5;3,1;
2020-10-29;1500;0;2791,1;7,4;3,8;
2020-10-29;1600;0;2599,4;6,2;3,1;
2020-10-29;1700;0;2087,1;6,3;3,7;
2020-10-29;1800;0;1246,8;7,1;3,7;
2020-10-29;1900;0;714,4;7,2;2,9;
2020-10-29;2000;0;404,4;8;3;
2020-10-29;2100;0;93,7;6,4;2,8;
2020-10-29;2200;0;-3,5;5,5;2;
2020-10-29;2300;0;-3;6,9;,6;
2020-10-30;0000;0;-3,5;5,5;1,6;
2020-10-30;0100;0;-3,1;4,2;1,4;
2020-10-30;0200;,2;-3,5;5,9;1,5;
2020-10-30;0300;,4;-3,5;6,1;1,9;
2020-10-30;0400;1,6;-3,5;5,1;1,5;
2020-10-30;0500;1,2;-3,5;3,8;1,8;
2020-10-30;0600;1,6;-3,4;3,8;1,3;
2020-10-30;0700;2,2;-3,2;6,4;2,7;
2020-10-30;0800;1,6;-2,5;6,1;1,2;
2020-10-30;0900;,8;31,2;6;,9;
2020-10-30;1000;0;212,1;3,9;1,4;
2020-10-30;1100;0;606,3;7,3;2,6;
2020-10-30;1200;0;1798,7;8,3;3,6;
2020-10-30;1300;0;1892,6;7,7;2,7;
2020-10-30;1400;0;2116,7;7,5;3,7;
2020-10-30;1500;0;1761,9;8;4,4;
2020-10-30;1600;0;1984,8;7,9;3,1;
2020-10-30;1700;0;1638,7;6,7;3,3;
2020-10-30;1800;0;911,8;7,2;2,5;
2020-10-30;1900;0;498,7;7,4;3,8;
2020-10-30;2000;0;293;7,2;3,4;
2020-10-30;2100;0;48,9;6,5;2,1;
2020-10-30;2200;0;-3,1;6,2;,5;
2020-10-30;2300;0;-2,8;6,3;3,3;
2020-10-31;0000;0;-2,2;6,3;1,9;
2020-10-31;0100;0;-2,9;4,1;1,7;
2020-10-31;0200;0;-2,8;4,4;1;
2020-10-31;0300;0;-3,5;3,1;1,2;
2020-10-31;0400;0;-3,1;2,6;1,4;
2020-10-31;0500;0;-3,5;2,9;1,8;
2020-10-31;0600;0;-3,5;3,4;1,8;
2020-10-31;0700;0;-3,5;3,7;1,9;
2020-10-31;0800;0;5,3;3,5;1,6;
2020-10-31;0900;0;296,2;4,8;3,1;
2020-10-31;1000;0;550,9;5,4;3,3;
2020-10-31;1100;0;707,9;5,4;1,5;
2020-10-31;1200;0;1838;4,3;1,3;
2020-10-31;1300;0;1391,8;6,1;2,1;
2020-10-31;1400;0;775,3;6,1;2,5;
2020-10-31;1500;0;1000,6;8,4;2,9;
2020-10-31;1600;0;1286,2;5,6;2,7;
2020-10-31;1700;0;1679,5;8,5;2,7;
2020-10-31;1800;0;834,3;8,5;2,5;
2020-10-31;1900;null;null;null;null;
2020-10-31;2000;null;null;null;null;
2020-10-31;2100;null;null;null;null;
2020-10-31;2200;null;null;null;null;
2020-10-31;2300;null;null;null;null;
2020-11-01;0000;null;null;null;null;
2020-11-01;0100;null;null;null;null;
2020-11-01;0200;null;null;null;null;
2020-11-01;0300;null;null;null;null;
2020-11-01;0400;null;null;null;null;
2020-11-01;0500;null;null;null;null;
2020-11-01;0600;null;null;null;null;
2020-11-01;0700;null;null;null;null;
2020-11-01;0800;null;null;null;null;
2020-11-01;0900;null;null;null;null;
2020-11-01;1000;null;null;null;null;
2020-11-01;1100;null;null;null;null;
2020-11-01;1200;null;null;null;null;
2020-11-01;1300;null;null;null;null;
2020-11-01;1400;null;null;null;null;
2020-11-01;1500;null;null;null;null;
2020-11-01;1600;null;null;null;null;
2020-11-01;1700;null;null;null;null;
2020-11-01;1800;null;null;null;null;
2020-11-01;1900;null;null;null;null;
2020-11-01;2000;null;null;null;null;
2020-11-01;2100;null;null;null;null;
2020-11-01;2200;null;null;null;null;
2020-11-01;2300;null;null;null;null;
2020-11-02;0000;null;null;null;null;
2020-11-02;0100;null;null;null;null;
2020-11-02;0200;null;null;null;null;
2020-11-02;0300;null;null;null;null;
2020-11-02;0400;null;null;null;null;
2020-11-02;0500;null;null;null;null;
2020-11-02;0600;null;null;null;null;
2020-11-02;0700;null;null;null;null;
2020-11-02;0800;null;null;null;null;
2020-11-02;0900;null;null;null;null;
2020-11-02;1000;null;null;null;null;
2020-11-02;1100;null;null;null;null;
2020-11-02;1200;null;null;null;null;
2020-11-02;1300;null;null;null;null;
2020-11-02;1400;null;null;null;null;
2020-11-02;1500;null;null;null;null;
2020-11-02;1600;null;null;null;null;
2020-11-02;1700;null;null;null;null;
2020-11-02;1800;null;null;null;null;
2020-11-02;1900;null;null;null;null;
2020-11-02;2000;null;null;null;null;
2020-11-02;2100;null;null;null;null;
2020-11-02;2200;null;null;null;null;
2020-11-02;2300;null;null;null;null;
2020-11-03;0000;null;null;null;null;
2020-11-03;0100;null;null;null;null;
2020-11-03;0200;null;null;null;null;
2020-11-03;0300;null;null;null;null;
2020-11-03;0400;null;null;null;null;
2020-11-03;0500;null;null;null;null;
2020-11-03;0600;null;null;null;null;
2020-11-03;0700;null;null;null;null;
2020-11-03;0800;null;null;null;null;
2020-11-03;0900;null;null;null;null;
2020-11-03;1000;null;null;null;null;
2020-11-03;1100;null;null;null;null;
2020-11-03;1200;null;null;null;null;
2020-11-03;1300;null;null;null;null;
2020-11-03;1400;null;null;null;null;
2020-11-03;1500;null;null;null;null;
2020-11-03;1600;null;null;null;null;
2020-11-03;1700;null;null;null;null;
2020-11-03;1800;null;null;null;null;
2020-11-03;1900;null;null;null;null;
2020-11-03;2000;null;null;null;null;
2020-11-03;2100;null;null;null;null;
2020-11-03;2200;null;null;null;null;
2020-11-03;2300;null;null;null;null;
2020-11-04;0000;null;null;null;null;
2020-11-04;0100;null;null;null;null;
2020-11-04;0200;null;null;null;null;
2020-11-04;0300;null;null;null;null;
2020-11-04;0400;null;null;null;null;
2020-11-04;0500;null;null;null;null;
2020-11-04;0600;null;null;null;null;
2020-11-04;0700;null;null;null;null;
2020-11-04;0800;null;null;null;null;
2020-11-04;0900;null;null;null;null;
2020-11-04;1000;null;null;null;null;
2020-11-04;1100;null;null;null;null;
2020-11-04;1200;null;null;null;null;
2020-11-04;1300;null;null;null;null;
2020-11-04;1400;null;null;null;null;
2020-11-04;1500;null;null;null;null;
2020-11-04;1600;null;null;null;null;
2020-11-04;1700;null;null;null;null;
2020-11-04;1800;null;null;null;null;
2020-11-04;1900;null;null;null;null;
2020-11-04;2000;null;null;null;null;
2020-11-04;2100;null;null;null;null;
2020-11-04;2200;null;null;null;null;
2020-11-04;2300;null;null;null;null;
2020-11-05;0000;null;null;null;null;
2020-11-05;0100;null;null;null;null;
2020-11-05;0200;null;null;null;null;
2020-11-05;0300;null;null;null;null;
2020-11-05;0400;null;null;null;null;
2020-11-05;0500;null;null;null;null;
2020-11-05;0600;null;null;null;null;
2020-11-05;0700;null;null;null;null;
2020-11-05;0800;null;null;null;null;
2020-11-05;0900;null;null;null;null;
2020-11-05;1000;null;null;null;null;
2020-11-05;1100;null;null;null;null;
2020-11-05;1200;null;null;null;null;
2020-11-05;1300;null;null;null;null;
2020-11-05;1400;null;null;null;null;
2020-11-05;1500;null;null;null;null;
2020-11-05;1600;null;null;null;null;
2020-11-05;1700;null;null;null;null;
2020-11-05;1800;null;null;null;null;
2020-11-05;1900;null;null;null;null;
2020-11-05;2000;null;null;null;null;
2020-11-05;2100;null;null;null;null;
2020-11-05;2200;null;null;null;null;
2020-11-05;2300;null;null;null;null;
2020-11-06;0000;null;null;null;null;
2020-11-06;0100;null;null;null;null;
2020-11-06;0200;null;null;null;null;
2020-11-06;0300;null;null;null;null;
2020-11-06;0400;null;null;null;null;
2020-11-06;0500;null;null;null;null;
2020-11-06;0600;null;null;null;null;
2020-11-06;0700;null;null;null;null;
2020-11-06;0800;null;null;null;null;
2020-11-06;0900;null;null;null;null;
2020-11-06;1000;null;null;null;null;
2020-11-06;1100;null;null;null;null;
2020-11-06;1200;null;null;null;null;
2020-11-06;1300;null;null;null;null;
2020-11-06;1400;null;null;null;null;
2020-11-06;1500;null;null;null;null;
2020-11-06;1600;null;null;null;null;
2020-11-06;1700;null;null;null;null;
2020-11-06;1800;null;null;null;null;
2020-11-06;1900;null;null;null;null;
2020-11-06;2000;null;null;null;null;
2020-11-06;2100;null;null;null;null;
2020-11-06;2200;null;null;null;null;
2020-11-06;2300;null;null;null;null;
2020-11-07;0000;null;null;null;null;
2020-11-07;0100;null;null;null;null;
2020-11-07;0200;null;null;null;null;
2020-11-07;0300;null;null;null;null;
2020-11-07;0400;null;null;null;null;
2020-11-07;0500;null;null;null;null;
2020-11-07;0600;null;null;null;null;
2020-11-07;0700;null;null;null;null;
2020-11-07;0800;null;null;null;null;
2020-11-07;0900;null;null;null;null;
2020-11-07;1000;null;null;null;null;
2020-11-07;1100;null;null;null;null;
2020-11-07;1200;null;null;null;null;
2020-11-07;1300;null;null;null;null;
2020-11-07;1400;null;null;null;null;
2020-11-07;1500;null;null;null;null;
2020-11-07;1600;null;null;null;null;
2020-11-07;1700;null;null;null;null;
2020-11-07;1800;null;null;null;null;
2020-11-07;1900;null;null;null;null;
2020-11-07;2000;null;null;null;null;
2020-11-07;2100;null;null;null;null;
2020-11-07;2200;null;null;null;null;
2020-11-07;2300;null;null;null;null;
2020-11-08;0000;null;null;null;null;
2020-11-08;0100;null;null;null;null;
2020-11-08;0200;null;null;null;null;
2020-11-08;0300;null;null;null;null;
2020-11-08;0400;null;null;null;null;
2020-11-08;0500;null;null;null;null;
2020-11-08;0600;null;null;null;null;
2020-11-08;0700;null;null;null;null;
2020-11-08;0800;null;null;null;null;
2020-11-08;0900;null;null;null;null;
2020-11-08;1000;null;null;null;null;
2020-11-08;1100;null;null;null;null;
2020-11-08;1200;null;null;null;null;
2020-11-08;1300;null;null;null;null;
2020-11-08;1400;null;null;null;null;
2020-11-08;1500;null;null;null;null;
2020-11-08;1600;null;null;null;null;
2020-11-08;1700;null;null;null;null;
2020-11-08;1800;null;null;null;null;
2020-11-08;1900;null;null;null;null;
2020-11-08;2000;null;null;null;null;
2020-11-08;2100;null;null;null;null;
2020-11-08;2200;null;null;null;null;
2020-11-08;2300;null;null;null;null;
2020-11-09;0000;null;null;null;null;
2020-11-09;0100;null;null;null;null;
2020-11-09;0200;null;null;null;null;
2020-11-09;0300;null;null;null;null;
2020-11-09;0400;null;null;null;null;
2020-11-09;0500;null;null;null;null;
2020-11-09;0600;null;null;null;null;
2020-11-09;0700;null;null;null;null;
2020-11-09;0800;null;null;null;null;
2020-11-09;0900;null;null;null;null;
2020-11-09;1000;null;null;null;null;
2020-11-09;1100;null;null;null;null;
2020-11-09;1200;null;null;null;null;
2020-11-09;1300;null;null;null;null;
2020-11-09;1400;null;null;null;null;
2020-11-09;1500;null;null;null;null;
2020-11-09;1600;null;null;null;null;
2020-11-09;1700;null;null;null;null;
2020-11-09;1800;null;null;null;null;
2020-11-09;1900;null;null;null;null;
2020-11-09;2000;null;null;null;null;
2020-11-09;2100;null;null;null;null;
2020-11-09;2200;null;null;null;null;
2020-11-09;2300;null;null;null;null;
2020-11-10;0000;null;null;null;null;
2020-11-10;0100;null;null;null;null;
2020-11-10;0200;null;null;null;null;
